propensao,nome,cnpj,porte,bairro,idade_anos,unidades,capital_social,telefone,arquetipo,capacidade,fit_ticket
0.4885,ODONTO PREMIER BSB LTDA,57.158.492/0001-65,ME,ASA NORTE,1,1,50000.0,(61) 86824000,clinica_geral,0.29,0.35
0.4885,TZC ODONTOLOGIA,49.943.191/0001-14,ME,SETOR NOROESTE,3,1,49000.0,(61) 81364484,clinica_geral,0.29,0.35
0.4885,INB ODONTO,51.310.285/0001-06,ME,AREAL (AGUAS CLARAS),3,1,48000.0,(61) 82765344,clinica_geral,0.29,0.35
0.4885,MENOLI ODONTOLOGIA,47.078.549/0001-62,ME,AGUAS CLARAS,4,1,48000.0,(61) 92581929,clinica_geral,0.29,0.35
0.4885,IBA ODONTOLOGIA,44.392.257/0001-01,ME,SUL (AGUAS CLARAS),4,1,40000.0,(61) 99821787,clinica_geral,0.29,0.35
0.4885,LE BLANC ODONTOLOGIA AVANCADA,50.424.626/0001-01,ME,ASA SUL,3,1,40000.0,(61) 98981199,clinica_geral,0.29,0.35
0.4885,ORALVECK ODONTOLOGIA,50.531.155/0001-22,ME,NORTE (AGUAS CLARAS),3,1,40000.0,(61) 91742504,clinica_geral,0.29,0.35
0.4885,G.A.M SERVICOS,45.962.324/0001-49,ME,NORTE (AGUAS CLARAS),4,1,35000.0,(61) 91698030,clinica_geral,0.29,0.35
0.4885,CASTRO ODONTOLOGIA,51.326.219/0001-16,ME,AREAL (AGUAS CLARAS),3,1,30000.0,(61) 81072002,clinica_geral,0.29,0.35
0.4885,SISSI ODONTOLOGIA DOMICILIAR,43.591.467/0001-66,ME,NORTE (AGUAS CLARAS),4,1,30000.0,(61) 33940321,clinica_geral,0.29,0.35
0.4885,CLINICA BE YOU,45.451.541/0001-74,ME,NORTE (AGUAS CLARAS),4,1,25000.0,(61) 91689835,clinica_geral,0.29,0.35
0.4885,AVANCE CLINICA,47.415.743/0001-96,ME,NORTE (AGUAS CLARAS),4,1,20000.0,(61) 98798037,clinica_geral,0.29,0.35
0.4885,INACIO ODONTOLOGIA,50.375.650/0001-90,ME,NORTE (AGUAS CLARAS),3,1,20000.0,(61) 82215944,clinica_geral,0.29,0.35
0.4885,CAPATTI SERVICOS ODONTOLOGICOS,53.977.519/0001-90,ME,SUL (AGUAS CLARAS),2,1,20000.0,(61) 32440307,clinica_geral,0.29,0.35
0.4885,MIMESIS,46.605.152/0001-19,ME,ASA NORTE,4,1,20000.0,(61) 81218652,clinica_geral,0.29,0.35
0.4885,PEDRO HENRIQUE ODONTOLOGIA LTDA,51.491.127/0001-91,ME,ASA SUL,3,1,20000.0,(61) 83204939,marca_pessoal,0.29,0.35
0.4885,PRIMEIRA CLASSE ODONTOLOGIA,44.616.397/0001-16,ME,ASA NORTE,4,1,20000.0,(61) 98102532,clinica_geral,0.29,0.35
0.4885,ENLEVO ATIVIDADE ODONTOLOGICA LTDA,43.697.460/0001-23,ME,ASA NORTE,4,1,1000.0,(61) 81694903,clinica_geral,0.29,0.35
0.4880,ULISSES ODONTOLOGIA,54.149.011/0001-67,EPP,CEILANDIA SUL (CEILANDIA),2,1,80000.0,(61) 96709009,clinica_geral,0.57,0.35
0.4880,FONSECA ODONTOLOGIA LTDA,53.406.597/0001-35,EPP,VARJAO,2,1,70000.0,(61) 82447012,clinica_geral,0.57,0.35
0.4875,C O G,01.266.247/0001-17,ME,GAMA,30,1,0.0,,clinica_institucional,0.2,0.6
0.4870,SALUTA ODONTOLOGIA,27.523.186/0001-10,ME,TAGUATINGA NORTE (TAGUATINGA),9,1,10000.0,(61) 30476177,clinica_geral,0.38,0.35
0.4870,SANCHES DE OLIVEIRA ODONTOLOGIA,34.616.628/0001-38,ME,SOBRADINHO,7,1,10000.0,(61) 92311009,clinica_geral,0.38,0.35
0.4870,CLINICA ODONTOLOGICA DR LEONARDO ELIAS LTDA,44.037.776/0001-51,ME,GUARA II,4,1,150000.0,(61) 96764959,clinica_geral,0.33,0.6
0.4870,INCISION ODONTOLOGIA ESPECIALIZADA,46.448.327/0001-21,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),4,1,99000.0,(61) 92640474,clinica_institucional,0.33,0.6
0.4870,ORAL DESIGN ODONTOLOGIA ESPECIALIZADA,44.335.580/0001-43,ME,TAGUATINGA NORTE (TAGUATINGA),4,1,80000.0,(61) 82995290,clinica_institucional,0.33,0.6
0.4870,BOCCA ODONTOLOGIA ESPECIALIZADA,49.066.173/0001-00,ME,ARAPOANGA (PLANALTINA),3,1,70000.0,(61) 93811844,clinica_institucional,0.33,0.6
0.4870,EXCELLENT ODONTOLOGIA,44.168.994/0001-25,ME,TAGUATINGA SUL (TAGUATINGA),4,1,60000.0,(61) 85959783,clinica_geral,0.33,0.6
0.4870,WA SMILE ODONTOLOGIA ESPECIALIZADA,50.134.656/0001-75,ME,TAGUATINGA CENTRO (TAGUATINGA),3,1,57000.0,(61) 95517323,clinica_institucional,0.33,0.6
0.4870,ERO DENT,46.411.459/0001-89,ME,SETOR TRADICIONAL (PLANALTINA),4,1,50000.0,(61) 82971687,clinica_geral,0.33,0.6
0.4870,DRA FERNANDA CLINICA ODONTOLOGICA,47.976.806/0001-83,ME,GUARA,3,1,50000.0,(61) 85989594,marca_pessoal,0.33,0.6
0.4870,ILLUS ODONTOLOGIA ESPECIALIZADA,48.936.387/0001-19,ME,TAGUATINGA SUL (TAGUATINGA),3,1,50000.0,(61) 91490002,clinica_institucional,0.33,0.6
0.4870,ODONTOLOGIA ESPECIALIZADA RM,43.602.633/0001-82,ME,TAGUATINGA,4,1,50000.0,(61) 95770905,clinica_institucional,0.33,0.6
0.4870,THAYNARA ALCANTARA - ODONTOLOGIA ESPECIALIZADA,46.633.372/0001-56,ME,GAMA,4,1,50000.0,(61) 84155790,clinica_institucional,0.33,0.6
0.4870,ELEVE ODONTOLOGIA ESPECIALIZADA,51.604.223/0001-07,ME,SETOR CENTRAL (GAMA),3,1,50000.0,(61) 94584010,clinica_institucional,0.33,0.6
0.4865,CIAO ODONTOLOGIA,13.259.115/0001-47,ME,TAGUATINGA CENTRO (TAGUATINGA),15,1,10000.0,(61) 33729413,clinica_institucional,0.21,0.35
0.4860,DUANNY GUEDES ODONTOLOGIA ESPECIALIZADA,53.092.867/0001-80,ME,SETOR DE HABITACOES INDIVIDUAIS NORTE,2,1,100000.0,(61) 81250433,clinica_institucional,0.44,0.6
0.4855,CENTRO INTEGRADO BRASILIENSE DE ODONTOLOGIA LTDA,02.753.841/0001-03,ME,SAMAMBAIA,27,1,15000.0,(061) 3237208,clinica_institucional,0.32,0.35
0.4855,CLINICA DE ODONTOLOGIA E PSICOLOGIA DINIZ LTDA,00.800.115/0001-60,ME,TAGUATINGA NORTE (TAGUATINGA),30,1,15000.0,(61) 33547950,clinica_geral,0.32,0.35
0.4855,EVIDENT - CLINICA DE ODONTOLOGIA INTEGRADA,05.872.554/0001-00,ME,BRASILIA,22,1,0.0,(61) 3451055,clinica_geral,0.32,0.35
0.4855,HOSPITAL DOS DENTES,07.325.820/0001-00,ME,SAO SEBASTIAO,21,1,0.0,(61) 3210999,clinica_geral,0.32,0.35
0.4855,REABILIT ODONTOLOGIA,04.831.556/0001-80,ME,CEILANDIA,24,1,0.0,(61) 3266500,clinica_geral,0.32,0.35
0.4855,FRANCISCO DAS CHAGAS LIMA JUNIOR,17.723.755/0001-17,ME,GAMA,13,1,10000.0,(61) 41028641,clinica_geral,0.27,0.35
0.4855,KARY VIVIANNE GOMES BANDEIRA,11.539.544/0001-42,ME,GUARA II,16,1,1.0,(61) 32453627,clinica_geral,0.27,0.35
0.4850,VIVA IMAGEM E RADIOLOGIA LTDA,58.174.307/0001-99,EPP,SAMAMBAIA,1,1,100000.0,(61) 92945613,clinica_geral,0.45,0.35
0.4850,CLINICA DRA. RAFAELA MOREIRA LTDA,53.614.431/0001-04,EPP,TAGUATINGA,2,1,10000.0,(61) 98783054,clinica_geral,0.45,0.35
0.4845,DRA. NELSE GOMES ODONTOLOGIA,48.356.277/0001-88,ME,ASA NORTE,3,1,10000.0,(61) 33264234,marca_pessoal,0.28,0.35
0.4845,DUETTO CLINICA,43.382.840/0001-79,ME,ASA NORTE,4,1,10000.0,(61) 91578627,clinica_geral,0.28,0.35
0.4845,MARCIO BORGES ODONTOLOGIA,43.945.994/0001-21,ME,ASA NORTE,4,1,10000.0,(61) 33263364,marca_pessoal,0.28,0.35
0.4845,DRª FERNANDA DE PAULA,48.819.344/0001-53,ME,ASA NORTE,3,1,10000.0,(61) 94056910,marca_pessoal,0.28,0.35
0.4840,HOLLYWOOD ODONTO,59.361.249/0001-75,DEMAIS,PARANOA,1,1,50000.0,(61) 38380022,clinica_geral,0.56,0.35
0.4840,STUDIO ORAL PREMIUM,55.942.954/0001-05,DEMAIS,CEILANDIA,2,1,50000.0,(11) 22564486,clinica_geral,0.56,0.35
0.4840,ODONTOCROMA ODONTOLOGIA,51.575.043/0001-36,EPP,SETOR DE HABITACOES INDIVIDUAIS NORTE,3,1,49000.0,(61) 30418554,clinica_geral,0.56,0.35
0.4840,CLINICA NOVA ORTO ODONTOLOGIA,43.965.254/0001-57,EPP,SANTA MARIA,4,1,30000.0,(61) 33936669,clinica_geral,0.56,0.35
0.4840,ESSENCIAL SAUDE CLINICA ODONTOLOGICA LTDA,27.613.220/0001-47,ME,PARANOA,9,1,100000.0,(61) 91260383,clinica_geral,0.36,0.6
0.4840,DENTZ,32.841.266/0001-53,ME,RECANTO DAS EMAS,7,1,99800.0,(61) 88659544,clinica_geral,0.36,0.6
0.4840,CLINICA ODONTOLOGICA N N,29.868.118/0001-18,ME,CEILANDIA NORTE (CEILANDIA),8,1,95400.0,(61) 35854800,clinica_geral,0.36,0.6
0.4840,DUBAI ODONTOLOGIA,33.709.776/0001-34,ME,PARANOA,7,1,60000.0,(61) 95757272,clinica_geral,0.36,0.6
0.4840,ODONTO SMART,42.253.407/0001-70,ME,SANTA MARIA,5,1,50000.0,(61) 95828686,clinica_geral,0.36,0.6
0.4840,CLINICA ODONTOLOGICA SORRIR MAIS,43.276.273/0001-76,ME,RECANTO DAS EMAS,5,1,50000.0,(61) 30214406,clinica_geral,0.36,0.6
0.4840,ERO DENT,33.496.298/0001-21,ME,RECANTO DAS EMAS,7,1,50000.0,(61) 82971687,clinica_geral,0.36,0.6
0.4840,INSTITUTO ODONTOLOGICO DR. DAVID CARVALHO,38.015.700/0001-22,ME,CEILANDIA NORTE (CEILANDIA),6,1,50000.0,(61) 91034881,clinica_institucional,0.36,0.6
0.4830,RENOVA SORRISO CLINICA ODONTOLOGICA,30.546.557/0001-93,ME,CEILANDIA CENTRO (CEILANDIA),8,1,30000.0,(61) 32567353,clinica_geral,0.42,0.6
0.4825,CONSULTORIO ODONTOLOGICO DR. ADRIANA RABELO LABOISSIERE,05.213.664/0001-52,ME,SOBRADINHO,24,1,0.0,,clinica_geral,0.2,0.35
0.4825,CLINICA TAFFNER,04.947.496/0001-66,ME,GUARA I,24,1,0.0,,clinica_geral,0.2,0.35
0.4820,ODONTO PREMIER,45.559.742/0001-90,ME,DEL LAGO I (ITAPOA),4,1,50000.0,(61) 99969726,clinica_geral,0.43,0.6
0.4815,SORRI CLINIC,18.272.488/0001-71,ME,CENTRO (SAO SEBASTIAO),13,1,100000.0,(61) 35512097,clinica_geral,0.31,0.35
0.4815,HFM ODONTOLOGIA LTDA,24.719.746/0001-18,ME,RECANTO DAS EMAS,10,1,30000.0,(61) 82641013,clinica_geral,0.31,0.35
0.4815,CLINICA BELODENTE,18.451.741/0001-54,ME,CENTRO (SAO SEBASTIAO),13,1,10000.0,(61) 32037009,clinica_geral,0.31,0.35
0.4815,D&L REPRESENTACOES COMERCIAIS,22.613.516/0001-44,ME,CEILANDIA NORTE (CEILANDIA),11,1,10000.0,(61) 84261559,clinica_geral,0.31,0.35
0.4815,SORRI DENTE CLINICA DENTARIA,26.495.671/0001-64,ME,SOBRADINHO,35,1,10000.0,,clinica_geral,0.31,0.35
0.4815,ODONTOCLINICA SAO SEBATIAO,18.198.871/0001-27,ME,"RESIDENCIAL OESTE, SAO SEBASTIAO",13,1,5000.0,(61) 36224525,clinica_geral,0.31,0.35
0.4815,ASTRIX ORTOPEDIA FUNCIONAL DOS MAXILARES LTDA,07.802.349/0001-96,ME,SETOR DE HABITACOES INDIVIDUAIS NORTE,20,1,2000.0,(61) 34681255,clinica_geral,0.31,0.35
0.4815,UNIDADE DE TERAPIA ODONTOLOGICA,02.429.349/0001-79,ME,GUARA I,28,1,1000.0,(61) 99821156,clinica_geral,0.31,0.35
0.4815,I DENTIST,41.515.565/0001-99,ME,NORTE (AGUAS CLARAS),5,1,2000.0,(61) 81913963,clinica_geral,0.26,0.35
0.4810,FILEN ODONTOLOGIA AVANCADA,59.145.488/0001-98,ME,TAGUATINGA,1,1,100000.0,(61) 84913217,clinica_geral,0.44,0.35
0.4810,DENTELINE ODONTOLOGIA,52.061.671/0001-66,ME,TAGUATINGA CENTRO (TAGUATINGA),2,1,100000.0,(61) 85385868,clinica_geral,0.44,0.35
0.4810,ORAL PRIME ODONTOLOGIA,54.025.541/0001-01,ME,TAGUATINGA CENTRO (TAGUATINGA),2,1,100000.0,(61) 96161122,clinica_geral,0.44,0.35
0.4810,ASSOCIACAO HOPNE HOMECARE E ODONTOLOGIA,58.676.756/0001-35,DEMAIS,CRUZEIRO VELHO,1,1,0.0,(61) 99138310,clinica_geral,0.44,0.35
0.4810,ALLIANCE ODONTOLOGIA ESPECIALIZADA LTDA,27.296.449/0001-03,ME,TAGUATINGA NORTE (TAGUATINGA),9,1,10000.0,(61) 33396696,clinica_institucional,0.24,0.6
0.4805,ODONTO FERNANDES,12.432.105/0001-07,ME,SANTA MARIA,16,1,20000.0,(61) 86651713,clinica_institucional,0.37,0.35
0.4805,RAME ODONTOLOGIA,06.203.156/0001-56,ME,TAGUATINGA,22,1,0.0,(61) 39651880,clinica_geral,0.32,0.1
0.4800,UNIQUE ODONTOLOGIA,28.449.063/0001-49,ME,CENTRO (SAO SEBASTIAO),9,1,45000.0,(61) 98376090,clinica_institucional,0.35,0.6
0.4795,CAIO RUAN FRANCA DOS SANTOS ODONTOLOGIA,50.009.234/0001-78,ME,NORTE (AGUAS CLARAS),3,1,1000.0,(94) 81175752,clinica_geral,0.33,0.35
0.4790,JWL ODONTOLOGIA LTDA,28.288.729/0001-24,ME,TAGUATINGA CENTRO (TAGUATINGA),9,1,110000.0,(61) 37972222,clinica_geral,0.36,0.35
0.4790,LOI - LABOISSIERE ODONTOLOGIA INTEGRADA LTDA,26.386.908/0001-79,ME,RIACHO FUNDO I,9,1,105000.0,(61) 81336629,clinica_geral,0.36,0.35
0.4790,INDIKE ODONTOLOGIA,35.118.544/0001-37,ME,SETOR TRADICIONAL (PLANALTINA),6,1,99900.0,(61) 30553538,clinica_geral,0.36,0.35
0.4790,REAL SAUDE,33.036.452/0001-82,ME,SETOR SUL (GAMA),7,1,99800.0,(61) 85015526,clinica_geral,0.36,0.35
0.4790,ODONTOLOGIA JOAO CARLOS SOUZA,31.585.654/0001-58,ME,SETOR SUL (GAMA),7,1,98000.0,(61) 99682508,clinica_geral,0.36,0.35
0.4790,ODONTOLOGIA SANTA APOLONIA,28.866.779/0001-41,ME,SETOR CENTRAL (GAMA),8,1,95000.0,(61) 82293148,clinica_geral,0.36,0.35
0.4790,ODONTOCLINICA LUCIANA ALVES,27.250.221/0001-74,ME,SOBRADINHO,9,1,93700.0,(61) 33874194,clinica_geral,0.36,0.35
0.4790,IMPLA ODONTOLOGIA,34.014.503/0001-38,ME,TAGUATINGA NORTE (TAGUATINGA),7,1,70000.0,(61) 83775941,clinica_geral,0.36,0.35
0.4790,ODONTO SIA PREMIUM,33.765.852/0001-29,ME,ZONA INDUSTRIAL (GUARA),7,1,60000.0,(61) 32349661,clinica_geral,0.36,0.35
0.4790,CLINICA ARTE ODONT E SAUDE,43.288.181/0001-06,ME,RIACHO FUNDO I,5,1,50000.0,(61) 86545704,clinica_geral,0.36,0.35
0.4790,ESTAR BELLE SER,34.898.358/0001-03,ME,SOBRADINHO,6,1,50000.0,(61) 39707270,clinica_geral,0.36,0.35
0.4790,NEW ODONTOLOGIA,32.830.240/0001-00,ME,TAGUATINGA NORTE (TAGUATINGA),7,1,50000.0,(61) 85202102,clinica_geral,0.36,0.35
0.4790,CLINICA ORALCARDIO,37.573.876/0001-37,ME,TAGUATINGA NORTE (TAGUATINGA),6,1,50000.0,(61) 85986086,clinica_geral,0.36,0.35
0.4790,PRIMEDENTS SOBRADINHO,34.459.985/0001-30,ME,SOBRADINHO,7,1,50000.0,(61) 99663301,clinica_geral,0.36,0.35
0.4785,MATER CLINICA ODONTOLOGIA,02.047.350/0001-39,ME,CEILANDIA,29,1,0.0,(61) 33545337,clinica_geral,0.29,0.6
0.4785,CLINICA ODONTOLOGICA YASUNAGA,02.419.676/0001-40,ME,SANTA MARIA,28,1,0.0,(61) 33931253,clinica_geral,0.29,0.6
0.4780,ODONTOLOGIA RIBEIRO,29.885.394/0001-94,ME,TAGUATINGA NORTE (TAGUATINGA),8,1,30000.0,(61) 98326718,clinica_geral,0.42,0.35
0.4780,CLINICA ALMEIDA - ODONTOLOGIA ESPECIALIZADA,57.003.689/0001-25,ME,CRUZEIRO VELHO,2,1,300000.0,(61) 96340160,clinica_institucional,0.37,0.6
0.4780,NATURE CLINICA ODONTOLOGICA,56.043.106/0001-27,ME,CONDOMINIO IMPERIO DOS NOBRES (SOBRADINHO),2,1,200000.0,(61) 99442113,clinica_geral,0.37,0.6
0.4780,BIANCA PAULINO ESTETICA E ODONTOLOGIA,57.102.690/0001-07,ME,SETOR DE HABITACOES INDIVIDUAIS NORTE,1,1,10000.0,(61) 96990818,marca_pessoal,0.22,1.0
0.4770,ODONTO HAPPY,45.040.214/0001-20,ME,GUARA II,4,1,70000.0,(61) 96230677,clinica_geral,0.43,0.35
0.4770,CLINICA COUTO,50.088.120/0001-60,ME,SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA),3,1,50000.0,(61) 86215517,clinica_geral,0.43,0.35
0.4770,MODERNIZE ODONTOLOGIA,50.035.156/0001-86,ME,SETOR TRADICIONAL (PLANALTINA),3,1,50000.0,(61) 92873288,clinica_geral,0.43,0.35
0.4770,PEIXOTO ODONTOLOGIA,43.551.963/0001-96,ME,TAGUATINGA NORTE (TAGUATINGA),4,1,50000.0,(61) 81055006,clinica_geral,0.43,0.35
0.4770,DUETTO ODONTOLOGIA AVANCADA,49.557.684/0001-16,ME,GUARA I,3,1,50000.0,(61) 95399044,clinica_geral,0.43,0.35
0.4770,ODONTO-MED,45.637.334/0001-09,ME,SETOR INDUSTRIAL (TAGUATINGA),4,1,50000.0,(61) 92660302,clinica_geral,0.43,0.35
0.4770,BELUVE SORRISO E FACE LTDA,57.069.141/0001-88,EPP,TAGUATINGA,2,1,1000.0,(61) 96425503,clinica_geral,0.43,0.35
0.4765,MULTI ODONTO,01.002.188/0001-70,ME,CEILANDIA,30,1,50000.0,(61) 33726678,clinica_geral,0.41,0.35
0.4765,ANA PAULA FONSECA ODONTOLOGIA,55.597.709/0001-08,ME,NORTE (AGUAS CLARAS),2,1,45000.0,(61) 81731444,marca_pessoal,0.26,0.35
0.4765,DRA. MARILIA BORGES,54.253.949/0001-22,ME,NORTE (AGUAS CLARAS),2,1,40000.0,(61) 96156701,marca_pessoal,0.26,0.35
0.4765,ODONTOLOGIA REVERA,53.575.250/0001-16,ME,ASA NORTE,2,1,40000.0,(61) 81997466,clinica_geral,0.26,0.35
0.4765,TOWERS ODONTOLOGIA,56.525.293/0001-85,ME,SETOR HABITACIONAL JARDIM BOTANICO,2,1,40000.0,(61) 83277501,clinica_geral,0.26,0.35
0.4765,VANS ODONTOLOGIA,59.156.515/0001-28,ME,ASA NORTE,1,1,40000.0,(61) 96551238,clinica_geral,0.26,0.35
0.4765,AQUARELA KIDS ODONTOLOGIA,57.219.264/0001-58,ME,SUL (AGUAS CLARAS),1,1,30000.0,(61) 96947623,clinica_geral,0.26,0.35
0.4765,DRA KALYNE MARQUES,59.449.545/0001-22,ME,ASA NORTE,1,1,30000.0,(62) 85132705,marca_pessoal,0.26,0.35
0.4765,DUARTYS CLINIC,55.797.267/0001-43,ME,SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS),2,1,30000.0,(61) 81762497,clinica_geral,0.26,0.35
0.4765,JOANNA COSTA ODONTOLOGIA,52.822.173/0001-99,ME,SETOR HABITACIONAL ARNIQUEIRA (AGUAS CLARAS),2,1,30000.0,(61) 34561204,clinica_geral,0.26,0.35
0.4765,CLEAN DENT DF,56.960.744/0001-02,ME,ASA NORTE,2,1,30000.0,(61) 33280193,clinica_geral,0.26,0.35
0.4765,RIBEIRODONTO,54.030.401/0001-13,ME,SETOR SUDOESTE,2,1,20000.0,(61) 82162634,clinica_geral,0.26,0.35
0.4765,BILLIG ODONTOLOGIA,51.092.920/0001-18,ME,ASA NORTE,3,1,3000.0,(61) 32429496,clinica_geral,0.26,0.35
0.4765,ANA MOTA SAUDE E DESENVOLVIMENTO HUMANO,50.066.279/0001-84,ME,ASA NORTE,3,1,1000.0,(61) 99962566,marca_pessoal,0.26,0.35
0.4765,BARROS BUCO ODONTOLOGIA,44.770.854/0001-22,ME,SETOR HABITACIONAL VICENTE PIRES - TRECHO 3,4,1,500.0,(61) 35615583,clinica_geral,0.26,0.35
0.4760,ANDRE DA SILVA SOUZA,58.400.356/0001-00,EPP,SETOR TRADICIONAL (PLANALTINA),1,1,20000.0,(61) 93628242,marca_pessoal,0.49,0.35
0.4750,M & F ODONTOLOGIA LTDA,28.329.600/0001-17,ME,TAGUATINGA CENTRO (TAGUATINGA),9,1,93700.0,(61) 30264755,clinica_geral,0.35,0.35
0.4750,INNOVATE,39.355.328/0001-66,ME,GUARA I,5,1,40000.0,(61) 81043461,clinica_geral,0.35,0.35
0.4750,FEDERAL ODONTOLOGIA,42.551.814/0001-64,ME,SETOR DE MANSOES DE SOBRADINHO,5,1,30000.0,(61) 99984272,clinica_geral,0.35,0.35
0.4750,ODONTO SERV,38.195.009/0001-78,ME,SETOR SUL (GAMA),6,1,20000.0,(61) 33858903,clinica_institucional,0.35,0.35
0.4750,ODONTOLOGIA CORO,29.463.988/0001-07,ME,TAGUATINGA,8,1,20000.0,(61) 81031276,clinica_geral,0.35,0.35
0.4750,ODONTO MEDICI,31.552.574/0001-04,ME,SAMAMBAIA SUL (SAMAMBAIA),7,1,20000.0,(61) 81517189,clinica_geral,0.35,0.35
0.4750,ORAL UNIC SAMAMBAIA,57.725.601/0001-89,ME,SAMAMBAIA NORTE (SAMAMBAIA),1,1,200000.0,(11) 63036261,clinica_geral,0.3,0.6
0.4750,INSTITUTO ODONTOLOGICO ACM LTDA,55.134.862/0001-07,ME,SOBRADINHO,2,1,150000.0,(61) 81619721,clinica_institucional,0.3,0.6
0.4750,VIVI'S DENTAL CENTRO CLINICO ODONTOLOGICO ESPECIALIZADO,58.284.103/0001-00,ME,SAMAMBAIA SUL (SAMAMBAIA),1,1,90000.0,(61) 85434391,clinica_institucional,0.3,0.6
0.4750,ODONTO SAUDE,59.418.332/0001-33,ME,SETOR OESTE (SOBRADINHO II),1,1,80000.0,(61) 81420610,clinica_institucional,0.3,0.6
0.4750,ZIGOMA ODONTOLOGIA ESPECIALIZADA,58.809.493/0001-95,ME,TAGUATINGA,1,1,80000.0,(61) 33333333,clinica_institucional,0.3,0.6
0.4750,CENTRO ODONTOLOGICO MARIANNA GARCIA,53.633.346/0001-93,ME,RIACHO FUNDO I,2,1,60000.0,(61) 92759121,clinica_institucional,0.3,0.6
0.4750,CLINICA ODONTO ON FACE - GUARA,54.340.917/0001-64,ME,GUARA II,2,1,60000.0,(61) 93381985,clinica_geral,0.3,0.6
0.4750,AVIVA CLINIC CENTRO ODONTOLOGICO,59.269.329/0001-03,ME,GAMA,1,1,50000.0,(61) 99312552,clinica_institucional,0.3,0.6
0.4750,IORA ODONTOLOGIA ESPECIALIZADA,55.581.183/0001-78,ME,NUCLEO BANDEIRANTE,2,1,50000.0,(61) 99730870,clinica_institucional,0.3,0.6
0.4750,IROM,59.023.220/0001-83,ME,TAGUATINGA CENTRO (TAGUATINGA),1,1,50000.0,(61) 84374700,clinica_institucional,0.3,0.6
0.4750,PLENANCY ODONTOLOGIA ESPECIALIZADA,55.116.723/0001-42,ME,TAGUATINGA,2,1,50000.0,(61) 91294278,clinica_institucional,0.3,0.6
0.4750,LM ODONTOLOGIA,55.564.932/0001-59,ME,SOBRADINHO,2,1,50000.0,(61) 82163053,clinica_geral,0.3,0.6
0.4740,CENTRAL SORRISO,31.970.720/0001-03,ME,RECANTO DAS EMAS,7,1,95400.0,(61) 34341528,clinica_geral,0.46,0.35
0.4740,LUCIANA KAYSER,30.322.326/0001-04,ME,SETOR DE HABITACOES INDIVIDUAIS SUL,8,1,95400.0,(61) 35419661,marca_pessoal,0.46,0.35
0.4740,ORTOVIP ODONTOLOGIA,28.071.274/0001-90,ME,CEILANDIA NORTE (CEILANDIA),9,1,93700.0,(61) 86295575,clinica_geral,0.46,0.35
0.4740,RAMALHOS ODONTOLOGIA,40.904.376/0001-45,ME,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),5,1,75000.0,(61) 99584034,clinica_geral,0.46,0.35
0.4740,ODONTOLOGIA INTEGRADA,37.023.458/0001-76,ME,CEILANDIA SUL (CEILANDIA),6,1,60000.0,(61) 85622044,clinica_geral,0.46,0.35
0.4740,ODONTONAVA,32.928.337/0001-50,ME,CEILANDIA SUL (CEILANDIA),7,1,50000.0,(61) 33721039,clinica_geral,0.46,0.35
0.4740,THE CLINIC ODONTOLOGIA,43.172.909/0001-30,ME,SETOR ESPECIAL (VILA ESTRUTURAL),5,1,50000.0,(61) 81228104,clinica_geral,0.46,0.35
0.4730,CENTERCLIN ODONTOLOGIA,39.644.187/0002-82,ME,TAGUATINGA SUL (TAGUATINGA),4,1,140000.0,(64) 81392901,clinica_geral,0.42,0.35
0.4730,VITTARES ODONTOLOGIA E ESPECIALIDADES EM SAUDE,26.536.418/0001-01,ME,TAGUATINGA NORTE (TAGUATINGA),9,2,30000.0,(61) 34915299,multi_unidade,0.37,0.35
0.4725,BRUNO FATURETO MARQUES,24.842.721/0001-07,ME,SANTA MARIA,10,1,50000.0,(61) 98318051,marca_pessoal,0.35,0.35
0.4725,ODONTO RISO,15.558.792/0001-91,ME, ITAPOA,14,1,25000.0,(61) 33696846,clinica_geral,0.35,0.35
0.4725,ANTONIO RIBEIRO MELO,05.280.864/0001-28,ME,SANTA MARIA,24,1,0.0,(061) 3947774,marca_pessoal,0.35,0.35
0.4725,CRIS QUIRINO STUDIO ODONTOLOGICO LTDA,46.905.278/0001-09,ME,SUL (AGUAS CLARAS),4,1,40000.0,(61) 33563705,clinica_geral,0.25,0.35
0.4725,INTEGRITA ODONTOLOGIA,45.500.605/0001-80,ME,AREAL (AGUAS CLARAS),4,1,17000.0,(61) 96168640,clinica_geral,0.25,0.35
0.4725,ANA PAULA MILHOMEM SERVICOS ODONTOLOGICOS,49.080.498/0001-39,ME,NORTE (AGUAS CLARAS),3,1,10000.0,(61) 81785602,marca_pessoal,0.25,0.35
0.4725,CAMILA GOMES SERVICOS ODONTOLOGICOS,50.727.061/0001-23,ME,SETOR SUDOESTE,3,1,10000.0,(61) 81845868,marca_pessoal,0.25,0.35
0.4725,DANIELA TOLEDO ODONTOLOGIA,48.927.754/0001-18,ME,ASA SUL,3,1,10000.0,(61) 81271201,marca_pessoal,0.25,0.35
0.4725,DRª JULIA MELO,48.536.925/0001-88,ME,ASA NORTE,3,1,10000.0,(61) 96994324,marca_pessoal,0.25,0.35
