cnpj_basico,n_socios,n_administradores,socio_mais_antigo
24492144,1,0,2016-01-29
54661305,1,0,2024-04-09
29708887,2,1,2017-11-14
33466642,1,0,2019-03-15
62225448,1,0,2025-08-14
41577324,1,0,2021-04-14
49699106,1,0,2023-02-24
45062434,18,2,2022-01-28
48974965,1,0,2022-12-26
35506076,1,0,2019-09-16
63277829,3,1,2025-10-20
57645868,1,0,2024-10-10
13834305,3,2,2003-11-05
64093664,1,0,2025-12-17
14928883,2,1,2016-11-16
52698839,1,0,2023-10-27
27249224,1,0,2016-09-14
42265130,2,0,2021-06-09
57128325,2,0,2024-09-03
46424840,1,0,2022-05-17
04480253,3,2,2001-05-23
45900001,1,0,2022-04-04
24660259,1,0,2016-04-26
54365696,1,0,2024-03-18
43214124,1,0,2021-08-20
53210780,1,0,2023-12-15
43914413,2,1,2021-10-18
33022953,1,0,2019-03-07
51638238,1,0,2023-08-01
28922501,2,2,2017-10-20
51125454,1,0,2023-06-21
53518066,5,1,2024-01-16
63831831,1,0,2025-11-26
45404553,1,0,2022-02-22
00149952,17,2,1998-08-20
24957679,2,1,2016-05-20
52136932,1,0,2023-09-11
58522588,1,0,2024-12-19
60350242,1,0,2025-04-10
44857629,1,0,2022-01-13
30256355,3,3,2018-03-16
32502731,1,1,2018-12-18
41818993,1,0,2021-05-04
43935465,1,0,2021-10-19
11626291,3,1,2010-02-23
50165989,1,0,2023-03-31
60896899,1,0,2025-05-19
58361241,1,0,2024-12-05
30019304,2,1,2018-03-16
54347998,1,0,2024-03-15
60970383,1,0,2025-05-23
57775963,1,0,2024-10-21
59501172,1,0,2025-02-17
57690289,1,0,2024-10-15
31454413,1,0,2018-08-13
51375888,1,0,2023-07-11
61744851,1,0,2025-07-15
27338316,2,2,2017-02-01
41385528,1,0,2021-03-29
57284386,1,0,2024-09-13
61286496,1,0,2025-06-12
18459348,17,2,2013-05-17
60373261,1,0,2025-04-11
54293228,2,1,2024-03-12
46649339,1,0,2022-06-03
54748311,2,1,2024-04-16
43593867,1,0,2021-09-21
24813971,1,0,2016-02-26
07096005,3,1,2004-11-09
54812778,1,0,2024-04-19
09425721,2,1,2008-03-05
37631858,1,0,2020-07-06
24250935,1,0,2016-02-16
10357146,3,2,2008-07-25
62697780,1,0,2025-09-12
50563707,2,2,2023-05-05
19700445,3,2,2014-02-05
37755223,1,0,2020-07-16
59454765,1,0,2025-02-13
61455138,1,0,2025-06-25
54946882,1,0,2024-04-30
60126431,1,0,2025-03-27
50206037,1,0,2023-04-04
55085291,1,0,2024-05-10
48834101,1,0,2022-12-07
13530574,2,2,2011-03-22
63139271,1,0,2025-10-10
30213222,1,0,2018-04-12
57285794,1,0,2024-09-13
36392608,1,0,2020-02-14
22073273,1,0,2015-03-11
62993743,1,0,2025-10-01
64062790,1,0,2025-12-15
55932880,1,0,2024-07-15
54233434,1,0,2024-03-07
03720390,2,1,2000-03-24
62784888,2,1,2025-09-18
14688665,18,3,2011-11-18
14241501,3,2,2011-08-05
52542261,2,2,2023-10-16
50160016,2,2,2023-03-31
53313796,1,0,2023-12-27
09450662,2,2,2008-02-22
23960907,1,0,2024-08-07
56137551,2,1,2024-07-29
60440205,2,2,2025-04-16
54434708,2,2,2024-03-22
59329294,1,0,2025-02-06
33251285,2,1,2019-02-22
57599657,1,0,2024-10-08
22964948,2,1,2015-07-17
11366442,2,1,2009-11-20
31892877,1,0,2018-10-19
29876952,2,2,2018-02-27
61443752,2,2,2025-06-25
10556897,1,0,2008-12-19
60954795,2,0,2025-05-22
01996975,2,2,1997-07-16
50444003,2,1,2023-04-25
41686630,1,0,2021-04-23
45436146,1,0,2022-02-24
62413937,1,0,2025-08-26
33344971,1,0,2019-03-19
56186705,1,0,2024-07-31
25340568,4,1,2016-07-27
63186502,1,0,2025-10-14
05946480,2,0,2013-12-11
26926745,1,0,2016-12-20
24865430,1,0,2016-05-04
51695684,1,0,2023-08-04
58517505,1,0,2024-12-19
27498782,1,0,2016-11-21
24890044,3,3,2016-05-04
61031199,2,2,2025-05-27
38322886,1,0,2020-09-02
14425784,2,1,2011-09-06
47569386,1,0,2022-08-15
61241679,1,0,2025-06-10
03914275,3,3,2000-07-05
52945737,1,0,2023-11-21
41127533,1,0,2021-03-08
46800167,1,0,2022-06-15
60776905,1,0,2025-05-12
40365022,1,0,2021-01-12
38828204,1,0,2020-09-24
00241316,2,1,1994-07-01
44181590,1,0,2021-11-09
62834624,1,0,2025-09-22
09194859,2,1,2007-10-24
63012285,1,0,2025-10-02
53800217,1,0,2024-02-05
54044097,1,0,2024-02-23
56040026,1,0,2024-07-23
55315122,3,3,2024-05-28
25014329,1,0,2016-06-08
48271476,1,0,2022-10-13
26464578,2,1,1991-01-21
19842852,1,0,2014-02-05
46317057,2,1,2022-05-09
52542367,1,0,2023-10-16
23130276,1,0,2016-02-04
41609932,2,0,2021-04-16
62363117,1,0,2025-08-22
52013886,2,2,2023-08-30
35749387,1,0,2019-12-09
51719178,1,0,2023-08-07
57260790,1,0,2024-09-12
34563873,1,0,2019-08-16
22359685,2,2,2015-04-01
32779087,2,1,2019-02-01
27782411,1,0,2017-04-10
62236280,1,0,2025-08-14
59401783,1,0,2025-02-11
56226792,1,0,2024-08-02
24911184,1,0,2016-02-26
60127147,1,0,2025-03-27
28692014,1,0,2017-08-29
62524279,1,0,2025-09-02
53781415,11,1,1997-09-06
47318235,2,2,2022-07-27
35289221,2,0,2019-10-23
05885911,5,1,2002-10-18
44588464,1,0,2021-12-14
54496615,2,2,2024-03-27
59952120,2,2,2025-03-18
59545014,1,0,2025-02-19
27924662,3,3,2017-05-17
57508667,1,0,2024-10-01
15407386,1,0,2012-02-10
59160947,1,0,2025-01-29
59400612,1,0,2025-02-11
48079114,1,0,2022-09-26
63084066,1,0,2025-10-07
36316209,2,1,2020-02-10
31405333,1,0,2018-08-24
13029093,2,1,2009-07-27
47026827,1,0,2022-07-05
31565636,1,1,2018-09-20
28379141,2,0,2017-07-31
50199650,1,0,2023-04-04
08822630,2,2,2007-04-11
42500547,1,0,2021-06-28
39406446,1,0,2020-10-13
48821697,1,0,2022-12-06
36981573,1,0,2016-07-06
58415479,1,0,2024-12-10
56956853,1,0,2024-08-21
62528813,1,0,2025-09-02
26988500,1,0,2016-12-20
55393635,1,0,2024-06-04
48823526,1,0,2022-12-06
62382116,1,0,2025-08-25
01650515,69,1,1997-01-22
56701057,2,2,2024-08-14
26445650,10,5,2000-03-01
01922436,2,1,1997-06-11
30575623,2,2,2017-05-17
02114804,5,1,1997-09-19
28272992,1,0,2017-07-04
61327644,1,0,2025-06-16
58413252,1,0,2024-12-10
54876310,1,0,2024-04-24
17242259,3,2,2012-11-21
62654062,1,0,2025-09-10
50861820,1,0,2023-05-29
54275249,1,0,2024-03-11
45509504,1,0,2022-03-03
04329675,2,2,2001-02-06
60551152,2,2,2025-04-25
59667032,1,0,2025-02-26
55655900,1,0,2024-06-24
63615740,1,0,2025-11-11
49951158,1,0,2023-03-15
62937825,1,0,2025-09-29
54996816,2,2,2024-05-03
49085048,1,0,2023-01-06
28691763,1,0,2016-06-08
64281705,1,0,2025-12-30
64111837,1,0,2025-12-18
07872688,1,0,2006-01-10
62898787,1,0,2025-09-25
44586399,2,2,2021-12-14
62615782,2,0,2025-09-08
55506021,1,0,2024-06-12
28818278,1,0,2017-08-31
35211000,1,0,2019-09-23
52025882,1,0,2023-08-31
62193141,1,0,2025-08-12
57625111,1,0,2024-10-09
52940468,1,0,2023-11-20
60323157,2,1,2025-04-09
29300543,1,1,2017-11-27
13945011,2,1,2011-06-30
40701018,1,0,2021-02-03
51924307,2,1,2023-08-23
26389143,1,0,2016-05-25
41484715,1,0,2021-04-07
51233553,1,0,2023-06-29
53026502,1,0,2023-11-28
22770913,2,2,2015-06-08
60543061,1,0,2025-04-25
27517935,1,0,2017-02-17
52025599,1,0,2023-08-31
61182324,1,0,2025-06-05
48752334,1,0,2022-11-29
40396475,1,0,1992-02-13
62115622,1,0,2025-08-07
46493996,1,0,2022-05-23
29106828,2,0,2017-10-23
61863199,2,2,2025-07-22
47336121,1,0,2022-07-28
57777350,1,0,2024-10-21
63338786,1,0,2025-10-23
51014586,1,0,2023-06-12
00993102,2,2,1995-11-06
64115052,1,0,2025-12-18
55859288,1,0,2024-07-09
51628705,1,0,2023-07-31
47666258,1,0,2022-08-22
38354818,1,0,2020-09-04
55975209,1,0,2024-07-17
45761984,1,0,2022-03-23
46852917,1,0,2022-06-21
52127480,1,0,2023-09-11
60894957,6,1,2025-05-19
50514927,1,0,2023-05-02
30816728,2,2,2018-06-27
52007144,1,0,2023-08-30
53802644,1,0,2024-02-05
53986321,1,0,2024-02-20
32477856,6,2,2018-11-28
28648230,1,0,2017-07-31
62235143,2,1,2025-08-14
64058459,1,0,2025-12-11
08826734,2,2,2007-04-16
40945356,2,2,2021-02-22
02010429,2,2,1988-09-02
31454124,2,2,2018-08-20
29043365,5,1,2017-10-24
33608988,1,0,2019-04-08
37927557,1,0,2020-07-31
25127422,1,0,2016-06-08
59331309,2,2,2025-02-06
58324249,1,0,2024-12-03
44719761,1,0,2022-01-03
59482236,1,0,2025-02-14
58546744,1,0,2024-12-23
36130815,1,0,2020-01-24
25274955,1,0,2016-07-14
42278679,1,0,2021-06-10
57487801,1,0,2024-09-30
47665726,1,0,2022-08-22
45089894,1,0,2022-01-31
45955506,1,0,2022-04-07
51125796,1,0,2023-06-21
55438921,1,0,2024-06-07
08942883,2,1,2007-05-08
63653382,1,0,2025-11-13
27760747,1,0,2015-02-10
26923884,1,0,2017-01-10
30467703,1,0,2018-05-14
41416338,1,0,2021-03-31
42623123,1,0,2021-07-07
36298228,1,0,2020-02-07
41371056,2,2,2021-03-26
60913096,1,0,2025-05-20
60937047,1,0,2025-05-21
52347748,2,1,2023-09-28
40633408,2,1,2021-01-29
45920138,1,0,2022-04-05
35886975,1,0,2019-11-13
32308209,1,0,2018-11-26
36615392,1,0,2020-03-09
55056365,2,2,2024-05-08
58421514,1,0,2024-12-11
38322564,1,0,2020-09-02
24805044,1,0,2016-04-14
61594369,1,0,2025-07-04
34785340,1,0,2019-09-05
60173599,1,0,2025-03-31
59476513,1,0,2025-02-14
28128811,16,2,2017-06-14
23234833,2,1,2015-08-28
35692947,5,1,2019-11-21
51479694,1,0,2023-07-19
24384474,1,0,2016-02-02
05462770,4,2,2002-10-04
03546244,1,0,1999-09-15
42826256,2,1,2021-07-22
52950925,1,0,2023-11-21
35359044,1,0,2019-10-17
53180541,3,2,2023-12-12
43946077,2,2,2021-10-20
13861200,5,3,2011-06-09
54477219,1,0,2024-03-26
56051350,1,0,2024-07-23
42500368,1,0,2021-06-28
27993921,1,0,2016-04-29
31066621,1,0,2018-06-25
54349174,1,0,2024-03-15
56936459,1,0,2024-08-20
51664618,1,0,2023-08-02
43200366,2,2,2021-08-19
30381119,1,0,2018-05-03
48028554,1,0,2022-09-21
60664812,2,1,2025-05-05
47229106,1,0,2022-07-20
51797394,1,0,2023-08-14
39631415,1,0,2020-10-30
50168612,1,0,2023-03-31
59118663,1,0,2025-01-27
33688230,1,0,2019-05-15
56364366,1,0,2024-08-07
53566643,1,0,2024-01-19
48166125,1,0,2022-10-03
50570827,1,0,2023-05-05
60217055,2,2,2025-04-02
10874699,1,0,2009-05-29
60137317,1,0,2025-03-28
63178475,1,0,2025-10-14
21772833,1,1,2015-01-15
08791850,2,2,2007-04-17
48545673,1,0,2022-11-08
34174671,1,0,2019-07-02
46676039,1,0,2022-06-06
53244520,1,0,2023-12-18
38729168,1,0,2020-09-23
50367585,1,0,2023-04-18
50367736,1,0,2023-04-18
54911574,1,0,2024-04-26
54728409,1,0,2024-04-15
35019992,1,0,2019-09-26
18096007,4,1,2013-04-10
34812421,2,1,2019-08-20
52404314,1,0,2023-10-03
34987894,2,2,2019-09-24
61361400,1,0,2025-06-18
38219927,1,0,2020-08-25
27868921,1,0,2017-04-10
26882101,1,0,2016-11-23
48271291,3,2,2022-10-13
46317694,2,2,2022-05-09
51478244,1,0,2023-07-19
31880762,1,0,2018-09-24
31619684,1,0,2018-09-20
52386511,3,3,2023-10-02
61489556,1,0,2025-06-27
44958960,1,0,2022-01-21
49557144,1,0,2023-02-10
27069718,1,0,2016-12-20
62140781,1,0,2025-08-08
56343539,1,0,2024-08-07
55461132,1,0,2024-06-10
42010404,1,0,2021-05-19
08911787,1,1,2007-05-25
50373686,9,2,2023-06-29
32901423,67,4,1989-06-26
11014700,49,10,2009-07-23
25000254,23,2,2016-05-25
36359475,2,2,2020-02-11
25044327,1,0,2016-06-08
30620084,1,0,2018-05-25
21415103,1,0,2012-08-27
49293037,1,0,2023-01-23
36609025,1,0,2020-03-09
07692309,2,1,2005-07-27
34262518,1,0,2019-07-10
54188366,1,0,2024-03-05
27338238,1,0,2017-03-10
62281333,1,0,2025-08-18
61954125,1,0,2025-07-28
59690102,1,0,2025-02-27
40904240,1,0,2021-02-18
51040086,1,0,2023-06-14
51726403,1,0,2023-08-08
47382504,1,0,2022-08-02
15682039,2,1,2012-06-08
52998908,1,0,2023-11-24
63653104,1,0,2025-11-13
49370285,1,0,2023-01-27
59111032,1,0,2025-01-27
33260278,1,0,2018-09-20
21126174,1,0,2014-07-11
59960049,1,0,2025-03-18
59909803,1,0,2025-03-14
61117080,2,1,2025-06-02
39668670,1,0,2020-11-04
22956227,2,1,2015-07-03
56039633,1,0,2024-07-23
42126978,5,2,2021-05-28
12013663,3,1,2010-05-21
03328142,3,1,1999-08-10
61593431,1,0,2025-07-04
25071487,1,0,2016-02-26
60061022,1,0,2025-03-24
62653384,1,0,2025-09-10
40311012,1,0,2021-01-08
47296446,2,0,2022-07-26
49420679,1,0,2023-02-01
26756293,2,1,2016-03-21
13033703,2,1,2010-10-01
59118112,1,0,2025-01-27
16894447,5,4,2012-08-16
62889695,1,0,2025-09-25
59435617,2,0,2025-02-12
56934556,1,0,2024-08-20
36360565,2,1,2020-02-11
43771152,1,0,2021-10-05
55063434,1,0,2024-05-09
63381940,1,0,2025-10-27
54434283,1,0,2024-03-22
56701597,1,0,2024-08-14
57470589,1,0,2024-09-27
63808097,1,0,2025-11-25
60363853,1,0,2025-04-11
55782292,1,0,2024-07-03
19003498,1,0,2013-08-28
40971600,1,0,2021-02-24
53655871,1,0,2024-01-25
63718846,1,0,2025-11-18
38218255,1,0,2020-08-25
60741402,33,1,1989-12-01
11123632,3,3,2009-08-31
30256864,1,0,2018-03-02
12759736,2,1,2010-10-01
17495256,3,1,2012-12-18
62413048,1,0,2025-08-26
48822659,1,0,2022-12-06
28427463,1,0,2017-07-31
11365126,1,0,2009-11-09
41175896,1,0,2021-03-11
62139526,1,0,2025-08-08
24291126,1,0,2016-01-29
57055052,1,0,2024-08-28
63219048,1,0,2025-10-16
41422256,1,0,2021-03-31
31158563,1,0,2018-05-25
60164730,1,0,2025-03-31
42290303,1,0,2021-06-11
54478819,1,0,2024-03-26
42154411,1,0,2021-05-31
51681717,1,0,2023-08-03
50792374,1,0,2023-05-23
63024927,1,0,2025-10-03
20371568,2,2,2014-05-14
35882967,1,0,2020-01-03
49632224,1,0,2023-02-16
61688316,1,0,2025-07-10
32616960,1,0,2018-12-18
55056269,1,0,2024-05-08
39423687,1,0,2020-10-14
61724160,1,0,2025-07-14
26655827,1,0,2016-11-04
52254940,1,0,2023-09-20
57469924,1,0,2024-09-27
04835160,2,1,2001-10-25
55721562,1,0,2024-06-28
36571713,1,0,2020-03-05
64009937,1,0,2025-12-09
44153350,1,0,2021-11-08
52025310,1,0,2023-08-31
64107100,1,0,2025-12-15
51016484,1,0,2023-06-12
55193194,1,0,2024-05-20
54987262,1,0,2024-05-03
29876957,2,2,2018-02-27
62881593,1,0,2025-09-24
18152641,2,1,2013-04-10
57187662,1,0,2024-09-06
59435927,1,0,2025-02-12
12521087,2,2,2010-09-02
52356077,1,0,2023-09-28
14799870,1,1,2011-12-13
34248876,1,0,2019-02-22
52201335,1,0,2023-09-15
28929854,2,0,2017-10-09
48130834,1,0,2022-09-29
34112002,1,0,2019-06-14
63658135,1,0,2025-11-13
08359272,2,1,2006-08-31
50313350,1,0,2023-04-13
41097590,1,0,2021-03-04
33987995,1,0,2019-06-04
54130362,1,0,2024-02-29
52444889,1,0,2023-10-05
28097443,1,0,2017-06-28
63113608,1,0,2025-10-09
61863624,2,1,2025-07-22
17503983,2,2,2012-10-01
18735780,2,1,2013-02-25
24414743,1,0,2016-02-04
54806157,1,0,2024-04-19
60165069,1,0,2025-03-31
49203975,1,0,2023-01-16
23621421,1,0,2015-09-01
46731776,1,0,2022-06-09
26655645,1,0,2016-11-21
49497835,4,1,2023-02-07
46727785,2,1,2022-06-09
53019910,4,4,2023-11-27
61775957,1,0,2025-07-16
52946349,1,0,2023-11-21
54312167,1,0,2024-03-13
08157444,2,1,2006-06-23
16884208,1,0,2012-06-26
50096836,1,0,2023-03-27
56932803,1,0,2024-08-20
23234708,1,0,2015-08-13
49215682,18,1,2023-01-17
53442912,1,1,2024-01-10
29087537,1,0,2017-10-23
48886161,1,0,2022-12-14
49627911,1,0,2023-02-16
48546222,2,2,2022-11-08
02937763,2,2,1998-10-16
51664336,2,1,2023-08-02
35004771,1,0,2019-09-23
06155674,3,2,2019-08-02
58240000,1,0,2024-11-26
60860382,1,0,2025-05-16
01165779,2,1,1996-04-29
21820533,2,1,2014-12-18
36616041,1,0,2020-03-09
46348608,2,2,2022-05-11
58062699,1,0,2024-11-11
42985886,1,0,2021-08-04
41648843,1,0,2021-04-20
63190692,1,0,2025-10-14
64074261,1,0,2025-12-16
32689131,1,0,2023-05-23
61041519,1,0,2025-05-28
09247566,2,2,2007-11-07
51059937,1,0,2023-06-15
33901671,2,1,2019-05-15
43140712,1,0,2021-08-16
48578111,1,0,2022-11-10
54633256,1,0,2024-04-08
59117930,1,0,2025-01-27
48303973,1,0,2022-10-17
54766294,1,0,2024-04-17
06819838,1,0,2022-11-22
55265093,1,0,2024-05-24
25237242,1,0,2016-07-14
13328089,1,0,2011-02-08
36933276,1,0,2020-04-14
61071558,1,0,2025-05-29
40656210,1,0,2021-02-01
51484419,1,0,2023-07-19
60720727,1,0,2025-05-07
15300532,12,3,2012-03-23
35692181,1,0,2019-12-03
04499031,2,1,2001-06-06
33201916,2,2,2019-03-20
34174703,1,0,2019-07-01
10199722,2,1,2008-04-30
48284829,1,0,2022-10-14
55968748,1,0,2024-07-17
60016125,1,0,2025-03-21
64006044,1,0,2025-12-05
08606417,3,2,2006-12-18
21268879,2,2,2014-10-10
52692110,1,0,2023-10-27
19726871,2,2,2013-10-28
47405464,1,0,2022-08-03
57878420,1,0,2024-10-29
59976370,3,1,2025-03-19
45504601,2,2,2022-03-03
13156155,2,2,2010-06-08
54427660,1,0,2024-03-21
18851248,1,0,2014-05-13
20495345,1,0,2014-05-13
43385138,1,0,2021-09-02
64020649,1,0,2025-12-10
24359813,1,0,2016-02-26
33325561,1,0,2019-03-20
24805001,1,0,2016-05-16
38729063,1,0,2020-09-23
55656617,1,0,2024-06-24
53329171,1,0,2023-12-29
46876145,2,2,2022-06-22
24194817,2,2,2015-12-23
25163766,1,0,2016-06-27
46259285,1,0,2022-05-04
51128531,1,0,2023-06-21
22343181,1,0,2015-02-19
44586252,2,2,2021-12-14
25022950,1,0,2016-06-08
43193046,2,1,2021-08-19
40059050,2,0,2020-12-09
63807738,1,0,2025-11-25
32190153,1,0,2018-11-26
07450971,2,1,2009-03-11
25050670,1,0,2016-06-08
42169090,4,1,2021-06-01
20733321,3,1,2014-07-02
41177089,4,3,2021-03-11
05516014,2,1,2003-01-30
61455064,1,0,2025-06-25
37518538,1,0,2020-06-24
62236128,1,0,2025-08-14
48513197,1,0,2022-11-04
07790649,1,0,2006-01-04
35700577,1,0,2019-12-02
47500001,2,1,2022-08-10
60397750,1,0,2025-04-14
00661247,3,1,1995-05-02
22506108,2,1,2015-05-08
28599311,2,2,2017-08-14
26508364,1,0,2016-07-28
41364714,1,0,2021-03-26
53210623,1,0,2023-12-15
21772390,1,0,2015-01-08
49558725,1,0,2023-02-10
00490630,5,1,2006-03-27
29478529,1,0,2017-11-27
45955057,2,2,2022-04-07
48051638,2,0,2022-09-22
60890424,1,0,2025-05-19
56030150,1,0,2024-07-22
31416105,2,2,2018-08-29
25023414,3,1,2016-09-22
27911816,1,0,2017-05-19
52868286,1,0,2023-11-13
24172616,1,0,2016-02-03
60322521,1,0,2025-04-09
34014376,1,0,2019-05-15
58096109,1,0,2024-11-13
54071498,1,0,2024-02-26
52838394,2,2,2023-11-09
22206097,2,2,2015-02-23
61579602,1,0,2025-07-03
57941207,1,0,2024-11-01
42784706,1,0,2021-07-20
56186213,1,0,2024-07-31
27187356,1,0,2016-04-12
10759904,1,0,2009-03-23
34275799,1,0,2019-07-01
62225951,1,0,2025-08-14
51128929,1,0,2023-06-21
41774628,1,0,2021-04-30
10761367,3,3,2009-03-03
36160461,1,0,2020-01-27
59193784,1,0,2025-01-30
32531578,2,1,2018-12-11
09002076,2,1,2007-05-14
45587415,1,0,2022-03-09
52127109,1,0,2023-09-11
07944740,2,2,2006-03-28
31415874,2,1,2018-08-24
49294625,1,0,2023-01-23
54373018,1,0,2024-03-18
50118324,1,0,2023-03-28
55581240,1,0,2024-06-18
49938619,1,0,2023-03-14
61909303,1,0,2025-07-24
54497164,1,0,2024-03-27
25308061,1,1,2016-04-20
61680550,1,0,2025-07-10
03260818,3,0,1999-06-21
42093792,1,0,2021-05-26
25172532,1,0,2016-06-08
61179019,1,0,2025-06-05
54731348,1,0,2024-04-15
01116893,10,1,2000-01-19
34622547,2,0,2019-08-12
59509675,1,0,2025-02-17
60221006,1,0,2025-04-02
47697526,2,1,2022-08-24
62961261,1,0,2025-09-30
46209384,2,2,2022-04-29
52023552,1,0,2023-08-31
58311777,1,0,2024-12-02
49946190,1,0,2023-03-15
63120658,2,2,2025-10-09
05198067,1,0,2002-06-26
52385773,1,0,2023-10-02
61949587,1,0,2025-07-28
52505110,1,0,2023-10-11
46532380,2,2,2015-07-30
32017579,1,0,2018-09-24
46064829,1,0,2022-04-18
46594411,1,0,2022-05-30
47406074,1,0,2022-08-03
61800724,1,0,2025-07-17
59327500,1,0,2025-02-06
45332410,1,0,2022-02-17
34976475,1,0,2019-09-16
46494809,1,0,2022-05-23
37001795,1,0,2020-04-24
57638271,1,0,2024-10-10
34786164,1,0,2019-09-05
54423471,1,0,2024-03-21
61489230,1,0,2025-06-27
48591653,1,0,2022-10-20
49997700,3,2,2023-03-20
61707628,1,0,2025-07-11
41245570,3,2,2021-03-17
49039123,1,0,2023-01-03
46518408,1,0,2022-05-24
33874807,2,1,2019-05-17
40339920,1,0,2021-01-11
43192522,1,0,2021-08-19
19744148,2,0,2013-12-04
33243472,1,0,2019-03-07
13782145,2,2,2011-05-26
14869890,2,1,2011-12-22
34472020,2,2,2019-08-08
23337774,1,0,2015-04-30
60498239,1,0,2025-04-23
14140882,3,2,2011-08-09
60396890,2,2,2025-04-14
53025533,1,0,2023-11-28
63082436,1,0,2025-10-07
53458290,1,0,2024-01-11
62353386,1,0,2025-08-22
55212596,1,0,2024-05-21
52604682,2,2,2023-10-20
50527319,1,1,2023-05-03
58407441,1,0,2024-12-10
45396911,1,0,2022-02-22
44458432,3,2,2021-12-02
56102371,1,0,2024-07-26
60439089,1,0,2025-04-16
52901903,1,0,2023-11-16
23480910,2,1,2012-12-05
28589862,1,0,2017-08-22
47154861,1,0,2022-07-14
44959224,3,1,2022-01-21
62761468,1,0,2025-09-17
62992181,1,0,2025-10-01
59675475,1,0,2025-02-26
30177401,1,0,2018-03-27
62210678,1,0,2025-08-13
62793143,1,0,2025-09-18
30533276,2,2,2018-05-14
33299829,1,0,2019-03-19
64079025,1,0,2025-12-16
55362770,1,0,2024-06-03
47105537,1,0,2022-07-11
59194532,1,0,2025-01-30
10901606,2,1,2009-06-03
57769427,1,0,2024-10-21
43814014,1,0,2021-10-07
08321585,1,0,2006-08-31
46819332,1,0,2022-06-17
54698707,1,0,2024-04-11
42022346,1,0,2021-05-20
07597106,1,0,2004-11-09
44342801,1,0,2021-11-23
54275059,1,0,2024-03-11
54711790,1,0,2024-04-12
34014375,1,0,2019-05-27
29812654,1,0,2018-02-02
34289417,1,0,2019-07-01
40435630,1,0,2021-01-18
62115025,1,0,2025-08-07
39716076,1,0,2020-11-09
10701382,5,3,2008-02-18
40815976,1,0,2021-02-11
62992701,3,1,2025-10-01
20087660,2,1,2014-03-25
63158124,1,0,2025-10-13
55087926,2,2,2024-05-10
60527520,30,30,1998-08-11
23876044,2,2,2015-12-16
62613663,1,0,2025-09-08
30587942,1,0,2018-05-02
21868606,1,0,2014-12-08
54196267,1,0,2024-03-05
14122489,2,1,2011-08-04
43563507,9,1,2021-09-17
28097263,1,0,2020-11-13
50797769,1,0,2023-05-24
31082396,2,2,2018-07-17
26350133,1,1,2020-09-24
24561278,2,2,2016-03-10
21812874,3,3,2015-01-15
46778340,1,0,2022-06-14
24028329,2,1,2015-12-04
44199536,1,0,2021-11-10
51728613,1,0,2023-08-08
40839927,1,0,2021-02-12
64266623,1,0,2026-01-05
61748371,1,0,2025-07-15
60391016,2,1,2025-04-14
21858457,1,0,2015-01-15
28659244,1,0,2017-08-22
45880476,2,2,2022-04-01
50876190,2,2,2023-05-30
43240710,1,0,2021-08-23
60372484,1,0,2025-04-11
39819199,1,0,2020-11-17
61631048,1,0,2025-07-07
24625284,2,2,2016-04-06
58311369,1,0,2024-12-02
39315530,1,0,2020-10-05
26227930,2,2,2016-08-17
42582062,2,1,2021-07-05
38153723,1,0,2020-08-19
45583080,1,0,2022-03-09
21604070,2,1,2014-11-21
03971928,4,1,2000-07-13
50287936,1,0,2023-04-12
45879856,1,0,2022-04-01
60971172,1,0,2025-05-23
14828261,1,1,2011-12-13
63425222,1,0,2025-10-29
52095349,1,0,2023-09-06
39850691,1,0,2020-11-19
53763825,1,0,2024-02-01
49226029,1,0,2023-01-17
55230777,1,0,2024-05-22
49083592,1,0,2023-01-06
09336904,4,3,2007-12-21
49421707,1,0,2023-02-01
62837452,1,0,2025-09-22
54954386,1,0,2024-04-30
59223879,1,0,2025-01-31
24723612,2,1,2016-02-26
27111880,1,0,2017-02-07
57507363,1,0,2024-10-01
63828055,1,0,2025-11-26
52747590,1,0,2023-11-01
19912331,1,1,2014-09-19
51424602,1,0,2023-07-14
22445572,1,0,2015-04-24
64187389,1,0,2025-12-29
35819802,11,1,2019-12-18
05648524,4,4,2003-05-08
63246361,2,1,2025-10-17
51696152,1,0,2023-08-04
13821531,4,1,2011-05-06
11827941,1,0,2009-11-11
38375808,2,1,2020-09-08
55719625,1,0,2024-06-28
27088703,2,0,2017-01-27
35810139,1,0,2019-12-16
55108861,1,0,2024-05-13
33008750,1,0,2018-09-14
28946431,2,2,2017-09-20
26540694,3,1,2019-07-16
43508416,2,1,2024-05-03
57497409,1,0,2024-09-30
63426812,1,0,2025-10-29
37116803,4,2,1998-08-18
04765887,1,0,2005-05-16
58136452,1,0,2024-11-18
60750431,1,0,2025-05-09
57136724,1,0,2024-09-03
37557668,1,0,2020-06-29
06166803,2,1,2011-08-08
63094492,1,0,2025-10-08
13697611,2,1,2015-05-15
62581270,1,0,2025-09-05
47683001,11,2,2022-08-23
28735760,2,1,2017-08-29
21773539,2,1,2015-09-03
64075133,1,0,2025-12-16
07346340,2,2,2005-03-15
25033279,1,0,2016-05-25
43565768,3,3,2021-09-17
45856197,2,2,2022-03-31
44289151,1,0,2021-11-18
62991360,1,0,2025-10-01
11706101,4,3,2011-12-21
63514469,1,0,2025-11-04
50608921,2,2,2023-05-09
22513385,3,0,2015-05-05
25308604,2,1,2016-07-20
07712627,2,1,2005-04-15
60501804,1,0,2025-04-23
